Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
543246,Mirae Asset Mutual Fund,ESG,Mirae Asset Nifty 100 ESG Sector Leaders ETF,Active,B ,17.5,INF769K01GS9, ,Equity,-,-,-,-
543247,Net Pix Shorts Digital Media Limited,NETPIX,Net Pix Shorts Digital Media Ltd,Active,MS,10,INE0D5F01013,Film Production- Distribution & Exhibition,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition"
543248,Restaurant Brands Asia Limited,RBA,Restaurant Brands Asia Ltd,Active,A ,10,INE07T201019,Restaurants,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Restaurants
543249,TARC LIMITED,TARC,Tarc Ltd,Active,B ,2,INE0EK901012,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
543250,Motilal Oswal Mutual Fund,MOGSEC,Motilal Oswal 5 Year G - Sec ETF (MOFGSEC),Active,F ,10,INF247L01AK4, ,MF,-,-,-,-
543251,Ravinder Heights Limited,RVHL,Ravinder Heights Ltd,Active,T ,1,INE09E501017,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
543252,Fairchem Organics Limited,FAIRCHEMOR,Fairchem Organics Ltd,Active,A ,10,INE0DNW01011,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
543253,Mrs. Bectors Food Specialities Limited,BECTORFOOD,Mrs. Bectors Food Specialities Ltd,Active,A ,10,INE495P01012,Packaged Foods,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods
543254,Antony Waste Handling Cell Limited,AWHCL,Antony Waste Handling Cell Ltd,Active,B ,5,INE01BK01022,Waste Management,Equity,Utilities,Utilities,Other Utilities,Waste Management
543255,Nippon India Mutual Fund,INFRABEES,Nippon India ETF Nifty Infrastructure BeES,Active,B ,10,INF732E01268, ,Equity,-,-,-,-
543256,RITA FINANCE AND LEASING LIMITED,RFLL,Rita Finance and Leasing Ltd,Active,X ,10,INE018S01016,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
543257,Indian Railway Finance Corporation,IRFC,Indian Railway Finance Corporation Ltd,Active,A ,10,INE053F01010,Financial Institution,Equity,Financial Services,Financial Services,Finance,Financial Institution
543258,Indigo Paints Limited,INDIGOPNTS,Indigo Paints Ltd,Active,A ,10,INE09VQ01012,Paints,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Paints
543259,Home First Finance Company India Limited,HOMEFIRST,Home First Finance Company India Ltd,Active,A ,2,INE481N01025,Housing Finance Company,Equity,Financial Services,Financial Services,Finance,Housing Finance Company
543260,STOVE KRAFT LIMITED,STOVEKRAFT,Stove Kraft Ltd,Active,A ,10,INE00IN01015,Household Appliances,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances
543261,Brookfield India Real Estate Trust,BIRET,Brookfield India Real Estate Trust REIT,Active,IF,0,INE0FDU25010,Real Estate Investment Trusts (REITs),Equity,Consumer Discretionary,Realty,Realty,Real Estate Investment Trusts (REITs)
543262,MRP Agro Limited,MRP,MRP Agro Ltd,Active,M ,10,INE0D7801012,Distributors,Equity,Consumer Discretionary,Consumer Services,Retailing,Distributors
543263,SMC Global Securities Limited,SMCGLOBAL,SMC Global Securities Ltd,Active,B ,2,INE103C01036,Stockbroking & Allied,Equity,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
543264,Nureca Limited,NURECA,Nureca Ltd,Active,B ,10,INE0DSF01015,Medical Equipment & Supplies,Equity,Healthcare,Healthcare,Healthcare Equipment & Supplies,Medical Equipment & Supplies
543265,RailTel Corporation of India Limited,RAILTEL,RailTel Corporation of India Ltd,Active,A ,10,INE0DD101019,Other Telecom Services,Equity,Telecommunication,Telecommunication,Telecom - Services,Other Telecom Services
543266,Heranba Industries Limited,HERANBA,Heranba Industries Ltd,Active,B ,10,INE694N01015,Pesticides & Agrochemicals,Equity,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
543267,Davangere Sugar Company Limited,DAVANGERE,Davangere Sugar Company Ltd,Active,X ,10,INE179G01011,Sugar,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
543268,DRC Systems India Limited,DRCSYSTEMS,DRC Systems India Ltd,Active,B ,1,INE03RS01027,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
543269,Adjia Technologies Limited,ADJIA,Adjia Technologies Ltd,Active,MS,10,INE0G0V01018,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
543270,MTAR Technologies Limited,MTARTECH,MTAR Technologies Ltd,Active,A ,10,INE864I01014,Aerospace & Defense,Equity,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
543271,Jubilant Ingrevia Limited,JUBLINGREA,Jubilant Ingrevia Ltd,Active,A ,1,INE0BY001018,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
543272,Easy Trip Planners Limited,EASEMYTRIP,Easy Trip Planners Ltd,Active,A ,1,INE07O001026,"Tour, Travel Related Services",Equity,Consumer Discretionary,Consumer Services,Leisure Services,"Tour, Travel Related Services"
543273,Knowledge Marine & Engineering Works Limited,KMEW,Knowledge Marine & Engineering Works Ltd,Active,M ,10,INE0CJD01011,Dredging,Equity,Services,Services,Engineering Services,Dredging
543274,SUUMAYA CORPORATION LIMITED,SUUMAYA,Suumaya Corporation Ltd,Active,M ,10,INE0EMB01015,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
543275,Anupam Rasayan India Limited,ANURAS,Anupam Rasayan India Ltd,Active,A ,10,INE930P01018,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
543276,Craftsman Automation Limited,CRAFTSMAN,Craftsman Automation Ltd,Active,A ,5,INE00LO01017,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
543277,Laxmi Organic Industries Limited,LXCHEM,Laxmi Organic Industries Ltd,Active,A ,2,INE576O01020,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
543278,Kalyan Jewellers India Limited,KALYANKJIL,Kalyan Jewellers India Ltd,Active,A ,10,INE303R01014,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
543279,Suryoday Small Finance Bank Limited,SURYODAY,Suryoday Small Finance Bank Ltd,Active,B ,10,INE428Q01011,Other Bank,Equity,Financial Services,Financial Services,Banks,Other Bank
543280,Nazara Technologies Limited,NAZARA,Nazara Technologies Ltd,Active,A ,4,INE418L01021,Digital Entertainment,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,Digital Entertainment
543281,Suvidhaa Infoserve Limited,SUVIDHAA,Suvidhaa Infoserve Ltd,Active,T ,1,INE018401013,Financial Technology (Fintech),Equity,Financial Services,Financial Services,Financial Technology (Fintech),Financial Technology (Fintech)
543282,Niks Technology Limited,NIKSTECH,Niks Technology Ltd,Active,MS,10,INE0GX601011,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
543283,BARBEQUE-NATION HOSPITALITY LIMITED,BARBEQUE,Barbeque-Nation Hospitality Ltd,Active,A ,5,INE382M01027,Restaurants,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Restaurants
543284,EKI Energy Services Limited,EKI,EKI Energy Services Ltd,Active,A ,10,INE0CPR01018,Consulting Services,Equity,Services,Services,Commercial Services & Supplies,Consulting Services
543285,Rajeshwari Cans Limited,RCAN,Rajeshwari Cans Ltd,Active,M ,10,INE0CQ101015,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging
543286,Jetmall Spices and Masala Limited,JETMALL,Jetmall Spices and Masala Ltd,Active,M ,10,INE0D9X01018,Other Food Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Other Food Products
543287,Macrotech Developers Limited,LODHA,Macrotech Developers Ltd,Active,A ,10,INE670K01029,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
543288,Deep Industries Limited,DEEPIND,Deep Industries Ltd,Active,B ,5,INE0FHS01024,Offshore Support Solution Drilling,Equity,Energy,"Oil, Gas & Consumable Fuels",Oil,Offshore Support Solution Drilling
543289,Kuberan Global Edu Solutions Limited,KGES,Kuberan Global Edu Solutions Ltd,Active,MS,10,INE04CO01018,Education,Equity,Consumer Discretionary,Consumer Services,Other Consumer Services,Education
543290,POWERGRID Infrastructure Investment Trust,PGINVIT,POWERGRID Infrastructure Investment Trust,Active,IF,0,INE0GGX23010,Power - Transmission,Equity,Utilities,Power,Power,Power - Transmission
543291,Mirae Asset Mutual Fund,MAFANG,Mirae Asset NYSE FANG+ ETF,Active,B ,40,INF769K01HF4, ,Equity,-,-,-,-
543292,ICICI Prudential Mutual Fund,ICICIPHARM,ICICI Prudential Nifty Healthcare ETF,Active,B ,10,INF109KC1Q72, ,Equity,-,-,-,-
543293,SBI Mutual Fund,SFMP44GR,SBI Fixed Maturity Plan (FMP) - Series 44 (1855 Days) - Regular Plan - Growth,Active,F ,10,INF200KA1W34, ,MF,-,-,-,-
543294,SBI Mutual Fund,SFMP44DR,SBI Fixed Maturity Plan (FMP) - Series 44 (1855 Days) - Regular Plan - Dividend Payout,Active,F ,10,INF200KA1W42, ,MF,-,-,-,-
543295,SBI Mutual Fund,SFMP44GD,SBI Fixed Maturity Plan (FMP) - Series 44 (1855 Days) - Direct Plan - Growth,Active,F ,10,INF200KA1W59, ,MF,-,-,-,-
543296,SBI Mutual Fund,SFMP44DD,SBI Fixed Maturity Plan (FMP) - Series 44 (1855 Days) - Direct Plan - Dividend Payout,Active,F ,10,INF200KA1W67, ,MF,-,-,-,-
543297,Inox Wind Energy Limited,IWEL,Inox Wind Energy Ltd,Active,B ,10,INE0FLR01028,Heavy Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
543298,Vineet Laboratories Limited,VINEETLAB,Vineet Laboratories Ltd,Active,B ,10,INE505Y01010,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
543299,Shyam Metalics and Energy Limited,SHYAMMETL,Shyam Metalics and Energy Ltd,Active,A ,10,INE810G01011,Iron & Steel,Equity,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel
543300,Sona BLW Precision Forgings Limited,SONACOMS,Sona BLW Precision Forgings Ltd,Active,A ,10,INE073K01018,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
543301,SBI Mutual Fund,SFMP45GR,SBI Fixed Maturity Plan (FMP) - Series 45 (1840 Days) -  Regular Plan - Growth,Active,F ,10,INF200KA1W75, ,MF,-,-,-,-
543302,SBI Mutual Fund,SFMP45DR,SBI Fixed Maturity Plan (FMP) - Series 45 (1840 Days) - Regular Plan - IDCW Payout,Active,F ,10,INF200KA1W83, ,MF,-,-,-,-
543303,SBI Mutual Fund,SFMP45GD,SBI Fixed Maturity Plan (FMP) - Series 45 (1840 Days) -  Direct Plan - Growth,Active,F ,10,INF200KA1W91, ,MF,-,-,-,-
543304,SBI Mutual Fund,SFMP45DD,SBI Fixed Maturity Plan (FMP) - Series 45 (1840 Days) - Direct Plan - IDCW Payout,Active,F ,10,INF200KA1X09, ,MF,-,-,-,-
543305,Navoday Enterprises Limited,NAVODAYENT,Navoday Enterprises Ltd,Active,MT,10,INE0DB001013,Consulting Services,Equity,Services,Services,Commercial Services & Supplies,Consulting Services
543306,Dodla Dairy Limited,DODLA,Dodla Dairy Ltd,Active,B ,10,INE021O01019,Dairy Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Dairy Products
543308,Krishna Institute of Medical Sciences Limited,KIMS,Krishna Institute of Medical Sciences Ltd,Active,A ,10,INE967H01017,Hospital,Equity,Healthcare,Healthcare,Healthcare Services,Hospital
543309,Adeshwar Meditex Limited,ADESHWAR,Adeshwar Meditex Ltd,Active,M ,10,INE0H8J01015,Healthcare Research- Analytics & Technology,Equity,Healthcare,Healthcare,Healthcare Services,"Healthcare Research, Analytics & Technology"
543310,Times Green Energy (India) Limited,TIMESGREEN,Times Green Energy (India) Ltd,Active,M ,10,INE0B6101012,Other Agricultural Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
543311,India Pesticides Limited,IPL,India Pesticides Ltd,Active,B ,1,INE0D6701023,Pesticides & Agrochemicals,Equity,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
543312,Focus Business Solution Limited,FOCUS,Focus Business Solution Ltd,Active,M ,10,INE0DXR01010,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
543313,SBI Mutual Fund,SFMP46GR,SBI Fixed Maturity Plan (FMP) - Series 46 (1850 Days) - Regular Plan - Growth,Active,F ,10,INF200KA1X25, ,MF,-,-,-,-
543314,SBI Mutual Fund,SFMP46DR,SBI Fixed Maturity Plan (FMP) - Series 46 (1850 Days) - Regular Plan - IDCW Payout,Active,F ,10,INF200KA1X33, ,MF,-,-,-,-
543315,SBI Mutual Fund,SFMP46GD,SBI Fixed Maturity Plan (FMP) - Series 46 (1850 Days) - Direct Plan - Growth,Active,F ,10,INF200KA1X41, ,MF,-,-,-,-
543316,SBI Mutual Fund,SFMP46DD,SBI Fixed Maturity Plan (FMP) - Series 46 (1850 Days) - Direct Plan - IDCW Payout,Active,F ,10,INF200KA1X58, ,MF,-,-,-,-
543317,G R Infraprojects Limited,GRINFRA,G R Infraprojects Ltd,Active,A ,5,INE201P01022,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
543318,Clean Science and Technology Limited,CLEAN,Clean Science and Technology Ltd,Active,A ,1,INE227W01023,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
543319,AA Plus Tradelink Limited,AAPLUSTRAD,AA Plus Tradelink Ltd,Active,M ,10,INE0C5901014,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
543320,Zomato Limited,ZOMATO,Zomato Ltd,Active,A ,1,INE758T01015,E-Retail/ E-Commerce,Equity,Consumer Discretionary,Consumer Services,Retailing,E-Retail/ E-Commerce
543321,Tatva Chintan Pharma Chem Limited,TATVA,Tatva Chintan Pharma Chem Ltd,Active,B ,10,INE0GK401011,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
543322,Glenmark Life Sciences Limited,GLS,Glenmark Life Sciences Ltd,Active,B ,2,INE03Q201024,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
543323,Mirae Asset Mutual Fund,BFSI,Mirae Asset Nifty Financial Services ETF,Active,B ,10,INF769K01HI8, ,Equity,-,-,-,-
543324,Gretex Corporate Services Limited,GCSL,Gretex Corporate Services Ltd,Active,M ,10,INE199P01028,Other Capital Market related Services,Equity,Financial Services,Financial Services,Capital Markets,Other Capital Market related Services
543325,Rolex Rings Limited,ROLEXRINGS,Rolex Rings Ltd,Active,A ,10,INE645S01016,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
543326,ICICI Prudential Mutual Fund,ICICIFMCG,ICICI Prudential Nifty FMCG ETF,Active,B ,10,INF109KC1R48, ,Equity,-,-,-,-
543327,Exxaro Tiles Limited,EXXARO,Exxaro Tiles Ltd,Active,B ,10,INE0GFE01018,Ceramics,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Ceramics
543328,Krsnaa Diagnostics Limited,KRSNAA,Krsnaa Diagnostics Ltd,Active,B ,5,INE08LI01020,Healthcare Service Provider,Equity,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider
543329,Windlas Biotech Limited,WINDLAS,Windlas Biotech Ltd,Active,B ,5,INE0H5O01029,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
543330,Devyani International Limited,DEVYANI,Devyani International Ltd,Active,A ,1,INE872J01023,Restaurants,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Restaurants
543331,Meghmani Organics Limited,MOL,Meghmani Organics Ltd,Active,A ,1,INE0CT101020,Pesticides & Agrochemicals,Equity,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
543332,Epigral Limited,EPIGRAL,Epigral Ltd,Active,A ,10,INE071N01016,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
543333,CarTrade Tech Limited,CARTRADE,CarTrade Tech Ltd,Active,A ,10,INE290S01011,E-Retail/ E-Commerce,Equity,Consumer Discretionary,Consumer Services,Retailing,E-Retail/ E-Commerce
543334,Nuvoco Vistas Corporation Limited,NUVOCO,Nuvoco Vistas Corporation Ltd,Active,A ,10,INE118D01016,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
543335,Aptus Value Housing Finance India Limited,APTUS,Aptus Value Housing Finance India Ltd,Active,A ,2,INE852O01025,Housing Finance Company,Equity,Financial Services,Financial Services,Finance,Housing Finance Company
543336,Chemplast Sanmar Limited,CHEMPLASTS,Chemplast Sanmar Ltd,Active,A ,5,INE488A01050,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
543337,Kotak Mahindra Mutual Fund,KTKFMP292RG,Kotak FMP Series 292 - Regular Plan - Growth Option,Active,F ,10,INF174KA1HK6, ,MF,-,-,-,-
543338,Kotak Mahindra Mutual Fund,KTKFMP292RI,Kotak FMP Series 292 - Regular Plan - IDCW Payout Option,Active,F ,10,INF174KA1HL4, ,MF,-,-,-,-
543339,Kotak Mahindra Mutual Fund,KTKFMP292DG,Kotak FMP Series 292 - Direct Plan - Growth Option,Active,F ,10,INF174KA1HM2, ,MF,-,-,-,-
543340,Kotak Mahindra Mutual Fund,KTKFMP292DI,Kotak FMP Series 292 - Direct Plan - IDCW Payout Option,Active,F ,10,INF174KA1HN0, ,MF,-,-,-,-
543341,SHARPLINE BROADCAST LIMITED,SHARPLINE,Sharpline Broadcast Ltd,Active,X ,10,INE647W01014,Advertising & Media Agencies,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Media,Advertising & Media Agencies
543342,Nippon India Mutual Fund,NIMFHGAP,NIPPON INDIA FIXED HORIZON FUND - XLIII - SERIES 1 - DIRECT IDCW PLAN,Active,F ,10,INF204KC1188, ,MF,-,-,-,-
543343,Nippon India Mutual Fund,NIMFHGAR,NIPPON INDIA FIXED HORIZON FUND - XLIII - SERIES 1 - DIRECT PLAN GROWTH OPTION,Active,F ,10,INF204KC1170, ,MF,-,-,-,-
543344,Nippon India Mutual Fund,NIMFHGDP,NIPPON INDIA FIXED HORIZON FUND - XLIII - SERIES 1 -IDCW PLAN,Active,F ,10,INF204KC1162, ,MF,-,-,-,-
543345,Nippon India Mutual Fund,NIMFHGRG,NIPPON INDIA FIXED HORIZON FUND - XLIII - SERIES 1 -  GROWTH OPTION,Active,F ,10,INF204KC1154, ,MF,-,-,-,-
543346,Aashka Hospitals Limited,AASHKA,Aashka Hospitals Ltd,Active,M ,10,INE0EAX01014,Hospital,Equity,Healthcare,Healthcare,Healthcare Services,Hospital
543347,Axis Mutual Fund,AXISTECETF,Axis NIFTY IT ETF,Active,B ,100,INF846K01Y96, ,Equity,-,-,-,-
543348,Axis Mutual Fund,AXISHETF,Axis NIFTY Healthcare ETF,Active,B ,10,INF846K01Z12, ,Equity,-,-,-,-
543349,Ami Organics Limited,AMIORG,Ami Organics Ltd,Active,A ,10,INE00FF01017,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
543350,Vijaya Diagnostic Centre Limited,VIJAYA,Vijaya Diagnostic Centre Ltd,Active,A ,1,INE043W01024,Healthcare Service Provider,Equity,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider
543351,Naapbooks Limited,NBL,Naapbooks Ltd,Active,MS,10,INE0GOA01018,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
543352,PlatinumOne Business Services Limited,POBS,PlatinumOne Business Services Ltd,Active,M ,10,INE0DTJ01015,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),Equity,Services,Services,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
543353,DSP Mutual Fund,D60MS264RG,DSP FMP - Series 264-60M-17D - Reg - Growth Mat Dt 29-09-2026,Active,F ,10,INF740KA1QE5, ,MF,-,-,-,-
543354,DSP Mutual Fund,D60MS264RP,DSP FMP - Series 264-60M-17D - Reg - IDCW - Reg Pay Mat Dt 29-09-2026,Active,F ,10,INF740KA1QF2, ,MF,-,-,-,-
543355,DSP Mutual Fund,D60MS264DG,DSP FMP - Series 264-60M-17D - Dir - Growth Mat Dt 29-09-2026,Active,F ,10,INF740KA1QH8, ,MF,-,-,-,-
543356,DSP Mutual Fund,D60MS264DP,DSP FMP - Series 264-60M-17D - Dir - IDCW - Reg Pay Mat Dt 29-09-2026,Active,F ,10,INF740KA1QI6, ,MF,-,-,-,-
543357,Axis Mutual Fund,AXISCETF,Axis NIFTY India Consumption ETF,Active,B ,10,INF846K016C7, ,Equity,-,-,-,-
543358,Sansera Engineering Limited,SANSERA,Sansera Engineering Ltd,Active,A ,2,INE953O01021,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
543359,SBI Mutual Fund,SFMP51GR,SBI FIXED MATURITY PLAN (FMP) -SERIES 51-(1846 DAYS)- REGULAR PLAN -GROWTH,Active,F ,10,INF200KA1Z80, ,MF,-,-,-,-
543360,SBI Mutual Fund,SFMP51DR,SBI FIXED MATURITY PLAN (FMP) -SERIES 51-(1846 DAYS)- REGULAR PLAN -IDCW PAYOUT,Active,F ,10,INF200KA1Z98, ,MF,-,-,-,-
543361,SBI Mutual Fund,SFMP51GD,SBI FIXED MATURITY PLAN (FMP) -SERIES 51-(1846 DAYS)- DIRECT PLAN -GROWTH,Active,F ,10,INF200KA10A7, ,MF,-,-,-,-
543362,SBI Mutual Fund,SFMP51DD,SBI FIXED MATURITY PLAN (FMP) -SERIES 51-(1846 DAYS)- DIRECT PLAN -IDCW PAYOUT,Active,F ,10,INF200KA11A5, ,MF,-,-,-,-
543363,Prevest Denpro Limited,PREVEST,Prevest Denpro Ltd,Active,M ,10,INE0GAO01018,Medical Equipment & Supplies,Equity,Healthcare,Healthcare,Healthcare Equipment & Supplies,Medical Equipment & Supplies
543364,Markolines Pavement Technologies Limited,MARKOLINES,Markolines Pavement Technologies Ltd,Active,M ,10,INE0FW001016,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
543365,Mirae Asset Mutual Fund,MASPTOP50,Mirae Asset S&P 500 Top 50 ETF,Active,B ,20,INF769K01HP3, ,Equity,-,-,-,-
543366,SBL Infratech Limited,SBLI,SBL Infratech Ltd,Active,M ,10,INE0DLM01024,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
543367,Paras Defence and Space Technologies Limited,PARAS,Paras Defence and Space Technologies Ltd,Active,A ,10,INE045601015,Aerospace & Defense,Equity,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
543368,SBI Mutual Fund,SFMP52GR,SBI Fixed Maturity Plan (FMP) -Series 52 (1848 Days) - Regular Plan - Growth,Active,F ,10,INF200KA12A3, ,MF,-,-,-,-
